ticker,company_name,industry_group,sector_detail,company_type
TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Xây dựng và Vật liệu,Xây dựng,CT
TGP,Công ty Cổ phần Trường Phú,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
C21,Công ty Cổ phần Thế kỷ 21,Bất động sản,Bất động sản,CT
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
AMP,Công ty Cổ phần Armephaco,Y tế,Dược phẩm,CT
BHH,Công ty Cổ Phần Bia Hà Nội - Hưng Yên 89,Thực phẩm và đồ uống,Sản xuất bia,CT
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Hóa chất,"Nhựa, cao su & sợi",CT
TAR,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
TIS,Công ty Cổ phần Gang thép Thái Nguyên,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
BQP,Công ty Cổ phần Nhựa chất lượng cao Bình Thuận,Hóa chất,"Nhựa, cao su & sợi",CT
DVT,Công ty Cổ phần Đào tạo và Dịch vụ Giao thông vận tải Bình Định,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT
EFI,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Bất động sản,Bất động sản,CT
HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT
NAV,Công ty Cổ phần Nam Việt,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
ATA,Công ty Cổ phần NTACO,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
CBS,Công ty Cổ phần Mía đường Cao Bằng,Thực phẩm và đồ uống,Thực phẩm,CT
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Xây dựng và Vật liệu,Xây dựng,CT
CTR,Tổng Công ty Cổ phần Công trình Viettel,Xây dựng và Vật liệu,Xây dựng,CT
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Du lịch và Giải trí,Khách sạn,CT
THM,Công ty Cổ phần Tứ Hải Hà Nam,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
ANV,Công ty Cổ phần Nam Việt,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
MGG,Tổng Công ty Đức Giang - Công ty Cổ phần,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
ADS,Công ty Cổ phần DAMSAN,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện Lực,Dịch vụ tài chính,Tài chính cá nhân,NH
ACM,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,Tài nguyên Cơ bản,Khai khoáng,CT
GMH,Công ty Cổ phần Minh Hưng Quảng Trị,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
CCC,Công ty Cổ Phần Xây Dựng CDC,Xây dựng và Vật liệu,Xây dựng,CT
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,"Điện, nước & xăng dầu khí đốt",Nước,CT
CDN,Công ty Cổ phần Cảng Đà Nẵng,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
MBG,Công ty Cổ phần Tập đoàn MBG,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
MH3,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,Bất động sản,Bất động sản,CT
NBW,Công ty Cổ phần Cấp nước Nhà Bè,"Điện, nước & xăng dầu khí đốt",Nước,CT
VIM,Công ty Cổ phần Khoáng sản Viglacera,Tài nguyên Cơ bản,Khai khoáng,CT
DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Y tế,Dược phẩm,CT
HNP,Công ty Cổ phần Hanel Xốp Nhựa,Hóa chất,"Nhựa, cao su & sợi",CT
VLB,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
HCC,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng và Vật liệu,Xây dựng,CT
CDG,Công ty Cổ phần Cầu Đuống,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
ADG,Công ty Cổ phần Clever Group,Truyền thông,Dịch vụ truyền thông,CT
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT
DHN,Công ty Cổ phần Dược phẩm Hà Nội,Y tế,Dược phẩm,CT
ABC,Công ty Cổ phần Truyền thông VMG,Viễn thông,Viễn thông di động,CT
PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây dựng và Vật liệu,Xây dựng,CT
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Bất động sản,Bất động sản,CT
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Xây dựng và Vật liệu,Xây dựng,CT
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,"Điện, nước & xăng dầu khí đốt",Nước,CT
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
RCC,Công ty Cổ phần Tổng Công ty Công trình Đường sắt Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
KST,Công ty Cổ phần KASATI,Công nghệ Thông tin,Thiết bị viễn thông,CT
LAW,Công ty Cổ phần Cấp thoát nước Long An,"Điện, nước & xăng dầu khí đốt",Nước,CT
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Y tế,Dược phẩm,CT
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Dịch vụ tài chính,Môi giới chứng khoán,CK
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản,Bất động sản,CT
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Xây dựng và Vật liệu,Xây dựng,CT
VST,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT
VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Tài nguyên Cơ bản,Khai thác Than,CT
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
NDC,Công ty Cổ phần Nam Dược,Y tế,Dược phẩm,CT
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
TOT,Công ty Cổ phần Transimex Logistics,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
PJS,Công ty Cổ phần Cấp nước Phú Hòa Tân,"Điện, nước & xăng dầu khí đốt",Nước,CT
PSI,Công ty Cổ phần Chứng khoán Dầu khí,Dịch vụ tài chính,Môi giới chứng khoán,CK
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
RAT,Công ty Cổ phần Vận tải và Thương mại Đường sắt,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
SCG,Công ty Cổ phần Tập đoàn Xây dựng SCG,Xây dựng và Vật liệu,Xây dựng,CT
NVP,Công ty Cổ phần Nước sạch Vĩnh Phúc,"Điện, nước & xăng dầu khí đốt",Nước,CT
VSE,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
V12,Công ty Cổ phần Xây dựng số 12,Xây dựng và Vật liệu,Xây dựng,CT
SLD,Công ty Cổ phần Địa Ốc Sacom,Bất động sản,Bất động sản,CT
SZG,Công ty Cổ phần Sonadezi Giang Điền,Bất động sản,Bất động sản,CT
SSI,Công ty Cổ phần Chứng khoán SSI,Dịch vụ tài chính,Môi giới chứng khoán,CK
SNC,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
STL,Công ty Cổ phần Sông Đà - Thăng Long,Bất động sản,Bất động sản,CT
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng và Vật liệu,Xây dựng,CT
LM8,Công ty Cổ phần Lilama 18,Xây dựng và Vật liệu,Xây dựng,CT
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Y tế,Dược phẩm,CT
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
NET,Công ty Cổ phần Bột giặt Net,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
PV2,Công ty Cổ phần Đầu tư PV2,Bất động sản,Bất động sản,CT
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT
PWA,Công ty Cổ phần Bất động sản dầu khí,Bất động sản,Bất động sản,CT
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT
SHG,Tổng Công ty Cổ phần Sông Hồng,Xây dựng và Vật liệu,Xây dựng,CT
TCO,Công ty Cổ phần TCO Holdings,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng Long,Bất động sản,Bất động sản,CT
TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Xây dựng và Vật liệu,Xây dựng,CT
TRC,Công ty Cổ phần Cao su Tây Ninh,Hóa chất,"Nhựa, cao su & sợi",CT
TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viễn thông,Viễn thông cố định,CT
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,Bán lẻ,Dịch vụ tiêu dùng chuyên ngành,CT
HMD,Công ty Cổ phần Hóa chất Minh Đức,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Hóa chất,"Nhựa, cao su & sợi",CT
BCR,Công ty Cổ phần BCG Land,Xây dựng và Vật liệu,Xây dựng,CT
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
AAM,Công ty Cổ Phần Thủy Sản MeKong,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
TTS,Công ty Cổ phần Cán thép Thái Trung,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
DNE,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
VBG,Công ty Cổ phần Địa chất Việt Bắc - TKV,Tài nguyên Cơ bản,Khai khoáng,CT
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Y tế,Thiết bị y tế,CT
DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
DRC,Công ty Cổ phần Cao su Đà Nẵng,Ô tô và phụ tùng,Lốp xe,CT
DNM,Tổng Công ty Cổ phần Y tế Danameco,Y tế,Dụng cụ y tế,CT
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Tài nguyên Cơ bản,Khai thác Than,CT
UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT
DSE,Công ty Cổ phần Chứng khoán DNSE,Dịch vụ tài chính,Môi giới chứng khoán,CK
MVC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
ICT,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,Phần mềm,CT
GTT,Công ty Cổ phần Thuận Thảo,Du lịch và Giải trí,Dịch vụ giải trí,CT
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,Phân phối hàng chuyên dụng,CT
BGW,Công ty Cổ phần Nước sạch Bắc Giang,"Điện, nước & xăng dầu khí đốt",Nước,CT
BHA,Công ty Cổ phần Thủy điện Bắc Hà,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
DNN,Công ty Cổ phần Cấp nước Đà Nẵng,"Điện, nước & xăng dầu khí đốt",Nước,CT
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Xây dựng và Vật liệu,Xây dựng,CT
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Tài nguyên Cơ bản,Khai thác Than,CT
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,Bất động sản,CT
GGG,Công ty Cổ phần Ô tô Giải Phóng,Ô tô và phụ tùng,Sản xuất ô tô,CT
TTG,Công ty Cổ phần May Thanh Trì,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Hóa chất,"Nhựa, cao su & sợi",CT
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Bất động sản,Bất động sản,CT
HJS,Công ty Cổ phần Thủy điện Nậm Mu,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VTD,Công ty Cổ phần Vietourist Holdings,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT
BVL,Công ty Cổ phần BV Land,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT
CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng,Ngân hàng,NH
VGR,Công ty Cổ phần Cảng xanh VIP,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Thực phẩm và đồ uống,Sản xuất bia,CT
CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
GEX,Công ty Cổ phần Tập đoàn Gelex,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,"Điện, nước & xăng dầu khí đốt",Nước,CT
DTA,Công ty Cổ phần Đệ Tam,Bất động sản,Bất động sản,CT
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,Phần mềm,CT
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
HVT,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
EME,Công ty Cổ phần Điện Cơ,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT
CVT,Công ty Cổ phần CMC,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT
REE,Công ty Cổ phần Cơ điện Lạnh,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
L14,Công ty Cổ phần Licogi 14,Xây dựng và Vật liệu,Xây dựng,CT
L12,Công ty Cổ phần Licogi 12,Xây dựng và Vật liệu,Xây dựng,CT
IRC,Công ty Cổ phần Cao su Công nghiệp,Hóa chất,"Nhựa, cao su & sợi",CT
JOS,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Hàng & Dịch vụ Công nghiệp,Chuyển phát nhanh,CT
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng,Ngân hàng,NH
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,"Điện, nước & xăng dầu khí đốt",Nước,CT
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VRE,Công ty Cổ phần Vincom Retail,Bất động sản,Bất động sản,CT
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Bán lẻ,Bán lẻ phức hợp,CT
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT
PRO,Công ty Cổ phần Procimex Việt Nam,Thực phẩm và đồ uống,Thực phẩm,CT
VTX,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT
PQN,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
BSQ,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Thực phẩm và đồ uống,Sản xuất bia,CT
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
SD8,Công ty Cổ phần Sông Đà 8,Xây dựng và Vật liệu,Xây dựng,CT
SD4,Công ty Cổ phần Sông Đà 4,Xây dựng và Vật liệu,Xây dựng,CT
SD7,Công ty Cổ phần Sông Đà 7,Xây dựng và Vật liệu,Xây dựng,CT
SGB,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Ngân hàng,Ngân hàng,NH
SHE,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,Hàng cá nhân & Gia dụng,Đồ gia dụng lâu bền,CT
SHP,Công ty Cổ phần Thủy điện Miền Nam,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,Ngân hàng,NH
TBC,Công ty Cổ phần Thủy điện Thác Bà,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
TCI,Công ty Cổ phần Chứng khoán Thành Công,Dịch vụ tài chính,Môi giới chứng khoán,CK
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,Bất động sản,CT
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Xây dựng và Vật liệu,Xây dựng,CT
PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Xây dựng và Vật liệu,Xây dựng,CT
POV,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
PTE,Công ty Cổ phần Xi măng Phú Thọ,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Tài nguyên Cơ bản,Khai thác Than,CT
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,Y tế,Thiết bị y tế,CT
VPR,Công ty Cổ phần VINAPRINT,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT
TLT,Công ty Cổ phần Viglacera Thăng Long,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT
TMS,Công ty Cổ phần Transimex,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
TCJ,Công ty Cổ phần Tô Châu,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT
HTC,Công ty Cổ phần Thương mại Hóc Môn,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT
HD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,Bất động sản,Bất động sản,CT
KHP,Công ty Cổ phần Điện lực Khánh Hòa,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Công nghệ Thông tin,Phần cứng,CT
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT
VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,"Điện, nước & xăng dầu khí đốt",Nước,CT
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Thực phẩm và đồ uống,Thực phẩm,CT
ABR,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT
BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,Thực phẩm và đồ uống,Sản xuất bia,CT
VDG,Công ty Cổ phần Vạn Đạt Group,Hàng cá nhân & Gia dụng,Hàng May mặc,CT
